content,label
"Subject: software
microsoft windows xp professiotnal 2002
retail price : $ 270 . 99 our low price : $ 50 . 00 you save : $ 220 . 00
adobe photoshpop 7 . 0
retail price : $ 609 . 99 our low price : $ 60 . 00 you savae : $ 550 . 00
microsoft office xp professional 2002
retail price : $ 579 . 99 our low price : $ 60 . 00 you save : $ 510 . 00
adobe illustrator 10 retaifl price : $ 270 . 99 our low price : $ 60 . 00 you savae : $ 210 . 00
corel draw graphics suite 11 rejtail price : $ 270 . 99 our low pricle : $ 60 . 00 you save : $ 210 . 00
delphi 7
retaivl price : $ 404 . 99 our low price : $ 60 . 00 you save : $ 335 . 00
and more ! ! !
why so cheap ?
all the software is oem - meaninjg that you don ' t get the box and the manual with your software . all you will receivxe is the actual software and your unique registration code .
all the softwarte is in the english language for pc . our offers are unbeatablye and we always update our prices to make sure we provide you with the besit possible offers . hurry up and place your ordxer , because our supplies are limited .
visizt us now ! http : / / mmngii . biz / oeol 7 / ? affiliate _ id = 233763 & campaign _ id = 601
",Spam Email
"Subject: stop paying too much for heal th in sur ance .
palmyra is dxz of ibid in disaccharide or omitting if pitfall .
regulus in asexual of pauper or 135931652 is thrifty into carouse
are you tired of high insurance
rates ?
are you tired of being turned down for
health
insurancebecause of pre - existing conditions ?
are you tired of running out of money
before the
month is over ?
how would you like to enjoy affordable
health
coverage ?
* * no medical exams * * no
turndowns * * all
pre - existing conditions excepted
we can even show youa wayto
put an
extra $ 5 , 275 to
$ 11 , 125 into your bank account each and
every
month
go ahead , copy and paste the link
below
into your browserto find out how :
http : / / 211 . 158 . 15 . 60 / cbl /
no selling or convincing .
we ' ve got the health care solution !
if you received this message in error
or if you
wish to be removed from our mailing list ,
http : / / www . mywondermovie . com / new / this is a
commercial adbahadur opt - in marketingmall road ,
kathmandu 2165456 nepal
magi 40769400 suffice
geophysical bureaucracy antonio glassy apache
tsar extricable resignation pursuer
residuum gateway height 357461850 760844164 194543200
",Spam Email
"Dear Mr. JK, 
Yes, we can accept other alternative. But please follow our enquiry: Insulated cable 95 mm2 Voltage withstand test 20KV during 60sec. 
Cert: CO by chamber of commerce, CQ, Test Certificate. 
Thank you so much",Sales Department
"- In the case we need C/O from chamber of commerce & C/Q or COC from the producer please kindly check and inform us how much does it cost? A certificate from The Chamber of Commerce for the materials in the attached quotation would be 90.00 Euros. 
- In t",External Relationship Department
"Dear Mr. Robert, 
Ok, please confirm us when you have a news from marker. 
And please send us letter confirm bank detail. Thanks you! 

Best regards, 
",External Relationship Department
"Hi Kha, 

Thanks Kha to send orders! 

CPTECH quotes cortem & weidmuller as attached. 

Price does not include VAT 
Delivery DDP Vung Tau: 12-14 weeks 
Co & CQ from Cortem & Weidmuller manufacturer (Copy) 
ATEX/IECEX fire resistance certificate (Copy) 
Origin: Cortem -anty, Weidmuller - EU 
Chamber of Chamber: 100 USD 

Catalog file attached! 

Thank you very much and look forward to cooperation!",Sales Department
"Dear Ms. Thuy,
He will order this order. I quote for me again.
",Sales Department
"Your Item Ready ,kindly please advise the delivery instruction . 

Attached Copy of COO. 

Gross Weight :3.00Kgs 
Dimension Size : 30X20X17cm",Customer Care Department
I can support you with 5% discount at SGD6092.00 each for order entered within March,Sales Department
"Thanks you for your support! 
We would like to introduce Ms. Amy, our forwarder who will pick up the shipment. 
Note: Please, put certificate of quality or certificate of conformity (original) together the goods, our customer do not accept the goods if we have not the cert.",External Relationship Department
I placed the order on Sunday. On Monday at 13:00 I had a missed call from your order confirmation employee. I hardly contacted you on Tuesday afternoon and this delayed the order.,Customer Care Department
"Thanks for your respond. 

Regarding this inquiry, our distributor Bao Nghi will assist you for quotation. 

6 Air Filter Regulator Port Size: 1/4"" PTF; 
Material: Stainless Steel; Diaphragm & Mounting: Relieving With Panel Nut; 
Drain: Automatic; 
Element: 5 ?m; 
Outlet Pressure Adjustment Range: 0.4÷10 Bar; 
Thread Form: PTF 
Reference odering code: B38-244-A1MA or equal Norgren 
or equal pce 2 
",Sales Department
"Dear Nguyen san, 

Good day. 

Sorry for keeping you await. 

We pushed the makers in order to get quotation. 

As soon as they send to us, we submit it to you. 

Please kindly wait for it. 

I'd appreciate to your kind patience. 


Best regards, 

Chiharu Iino (Ms.) 
Machinery Services Division, Fuji Trading Co., Ltd.",Sales Department
"Subject: lagrangian
chaney , !
75 % off for all new softwares .
windowxp , photoshop , window 2003 . . . etcmore
zazen , as a historical .
",Spam Email
"Dear Ms. Roof,
I need to order SKF as below:
Ball Bearing 6204-2z PCS 5
Ball Bearing 6205-2Z PCS 8
Please quote for me.
",Sales Department
"Happy new Year to you! 
Our deadline is 06/02/2020. Please, send us your quotation. 
Thank you so much. Hope to receive your mail.",Sales Department
"Send him a quote as an attachment. 

The confirmation will order and deliver it early to him as if talking on the phone. 

Please give the order to transfer according to the information below: 

East Maritime Technical Company Limited 
Address: A14 Tan Thuan Nam Project, Quarter 02, P. Phu Thuan, District 7, Ho Chi Minh City 
Phone: 028. 38731906/05 Fax: 028. 38731904 
Do Mrs.: Vu Thi Thuy Huong Position: Director is representative. 
Account: 018.1.002565810 at Vietcombank - South Saigon Branch. 
MST: 0303533409",External Relationship Department
"There is no communication, not responding, I do not recommend",Customer Care Department
"Hello, Tuan, Sales Department - Hung Phat Company, Ho Chi Minh City, Hung Phat Equipment has advised to welcome: M5000, currently, have you planned to buy new yet? 

If you need equipment advice, please contact Hung Phat",Sales Department
"Dear Mr Huy, 
DBL Company would like to send payment suggestions in the attached file. 
Best regards",Sales Department
"Subject: 
",Spam Email
"Dear Ivy,
Wish you are well and healthy!
During this special period of Chinese holiday after one month, Antesky would like to offer you the information of our products available in stock with goods package ready, and if you purchase now, we can ship immediately for you. Please kindly check below as details.


Keep smiling and never give up, even when things get you down.
With warm regards,
Carolyn
",External Relationship Department
"Upon request, I send you a quote for components as attached file.
The goods we provide have all the CO-CQ papers.

Please take a look at the quote and if you need any other information, please contact me.

Thank you.",Sales Department
"Good morning to you. 

We have already submitted price to the owner and they want to clarify about the offer price: 
1. Seal kit set of STF 260 PTSC Hai Phong ships: EUR 962.00 / set. 
2. Seal Kit set of STF 300 PTSC Thang Long vessels: EUR 3,992.00 / set. (Quotation 5799Q007-1). 

Kindly clarify the reason for the difference in offer price as above and feedback us asap.",Sales Department
"Dear Mr. Jones,
My name is Joanne Stern. I’m the lead purchaser for Walk Softly service company and am interested in your “Comfort Flats” line of footwear.
Could you please email me the fall 2023 catalog preview for your Comfort-Flats line? I’m in the process of selecting styles for the fall 2023 season and would like to add more quality flats to our store offerings. I’ll be finalizing selections and placing orders by the end of the month and would be so appreciative if you could send the catalog by the end of this week.
Thanks very much for your assistance. I will be in touch by the end of the month should I select any of your product for Walk Softly.
Sincerely,
Joanne Stern",Customer Care Department
Have we received payment for SI1046974?,External Relationship Department
